"n","film","revenue","budget","language","popularity","vote.average","vote.count","release.date","genre","certification","genre_txt","year","lustrum","decade","log_budget","log_rev","id"
"927","RoboCop 3",10696210,2.2e+07,"en",8243,4.6,616,"1993-04-17",28,"PG-13","Action",1993,"90-94","90-99",7.34242268082221,7.02922992089435,"5550"
"928","Ocean Waves",0,0,"ja",8277,6.3,221,"1993-05-05",16,"PG","Animation",1993,"90-94","90-99",1,1,"21057"
"929","The Piano",116700000,7e+06,"en",8616,7.4,676,"1993-05-19",18,"R","Drama",1993,"90-94","90-99",6.84509804001426,8.06707085604537,"713"
"930","Hot Shots Part Deux",133752825,2.5e+07,"en",9685,6.4,938,"1993-05-21",28,"PG-13","Action",1993,"90-94","90-99",7.39794000867204,8.12630296354526,"9255"
"931","Sliver",116300000,4e+07,"en",8152,5.3,296,"1993-05-21",18,"R","Drama",1993,"90-94","90-99",7.60205999132796,8.06557971472845,"867"
"932","Cliffhanger",255000211,7e+07,"en",13407,6.3,1221,"1993-05-28",28,"R","Action",1993,"90-94","90-99",7.84509804001426,8.4065405397912,"9350"
"933","Super Mario Bros",20915465,4.8e+07,"en",8095,4.2,602,"1993-05-28",12,"PG","Adventure",1993,"90-94","90-99",7.68124123737559,7.32046752441219,"9607"
"934","Jurassic Park",920100000,6.3e+07,"en",14221,7.9,10172,"1993-06-11",12,"PG-13","Adventure",1993,"90-94","90-99",7.79934054945358,8.96383503070215,"329"
"935","Last Action Hero",137298489,8.5e+07,"en",11275,6.3,1449,"1993-06-18",12,"PG-13","Adventure",1993,"90-94","90-99",7.92941892571429,8.13766575775698,"9593"
"936","Dennis the Menace",117270765,3.5e+07,"en",9174,5.6,785,"1993-06-23",35,"PG","Comedy",1993,"90-94","90-99",7.54406804435028,8.06918975822256,"12139"
"937","In the Line of Fire",176997168,4e+07,"en",8832,6.9,771,"1993-07-08",28,"R","Action",1993,"90-94","90-99",7.60205999132796,8.24796631759451,"9386"
"938","Dragon Ball Z Bojack Unbound",0,0,"ja",10101,6.7,252,"1993-07-10",28,"PG","Action",1993,"90-94","90-99",1,1,"39105"
"939","Free Willy",153698625,2e+07,"en",8679,6.1,1004,"1993-07-16",12,"PG","Adventure",1993,"90-94","90-99",7.30102999566398,8.1866699822845,"1634"
"940","Hocus Pocus",39514713,2.8e+07,"en",8244,6.9,1317,"1993-07-16",35,"PG","Comedy",1993,"90-94","90-99",7.44715803134222,7.59675883195489,"10439"
"941","Coneheads",0,0,"en",9.51,5.1,475,"1993-07-23",35,"PG","Comedy",1993,"90-94","90-99",1,1,"9612"
"942","Robin Hood Men in Tights",35739755,2e+07,"en",12776,6.6,1170,"1993-07-28",35,"PG-13","Comedy",1993,"90-94","90-99",7.30102999566398,7.5531515710428,"8005"
"943","Rising Sun",107198790,4e+07,"en",9455,6.1,389,"1993-07-30",28,"R","Action",1993,"90-94","90-99",7.60205999132796,8.03018988331115,"7007"
"944","The Fugitive",368875760,4.4e+07,"en",15672,7.4,2373,"1993-08-06",12,"PG-13","Adventure",1993,"90-94","90-99",7.64345267648619,8.56688011729207,"5503"
"945","The Secret Garden",0,0,"en",8171,7.3,496,"1993-08-13",18,"G","Drama",1993,"90-94","90-99",1,1,"11236"
"946","Hard Target",74189677,1.8e+07,"en",11171,6.2,495,"1993-08-20",28,"R","Action",1993,"90-94","90-99",7.25527250510331,7.87034348029483,"2019"
"947","True Romance",12281551,12500000,"en",13777,7.6,1475,"1993-09-09",28,"R","Action",1993,"90-94","90-99",7.09691001300806,7.08925321600765,"319"
"948","Striking Distance",0,30,"en",7876,5.8,424,"1993-09-17",28,"R","Action",1993,"90-94","90-99",1.47712125471966,1,"11074"
"949","Cool Runnings",154856263,1.4e+07,"en",9681,7,1096,"1993-09-30",35,"PG","Comedy",1993,"90-94","90-99",7.14612803567824,8.18992877463524,"864"
"950","Demolition Man",159055768,5.7e+07,"en",12205,6.5,1961,"1993-10-08",80,"R","Crime",1993,"90-94","90-99",7.75587485567249,8.2015494229885,"9739"
"951","The Nightmare Before Christmas",75634409,1.8e+07,"en",13965,7.8,5438,"1993-10-09",16,"PG","Animation",1993,"90-94","90-99",7.25527250510331,7.87871941771145,"9479"
"952","The Beverly Hillbillies",0,0,"en",7963,5.4,218,"1993-10-15",35,"PG","Comedy",1993,"90-94","90-99",1,1,"11041"
"953","The Three Musketeers",53898845,3e+07,"en",8277,6.3,472,"1993-11-11",28,"PG","Action",1993,"90-94","90-99",7.47712125471966,7.7315794587767,"10057"
"954","Addams Family Values",48919043,4.7e+07,"en",20045,6.7,1488,"1993-11-19",35,"PG-13","Comedy",1993,"90-94","90-99",7.67209785793572,7.68947795237315,"2758"
"955","Mrs Doubtfire",441286195,2.5e+07,"en",14582,7.2,3748,"1993-11-24",35,"PG-13","Comedy",1993,"90-94","90-99",7.39794000867204,8.64472034138533,"788"
"956","Schindlers List",321365567,2.2e+07,"en",19082,8.6,9191,"1993-11-30",18,"R","Drama",1993,"90-94","90-99",7.34242268082221,8.50699934205085,"424"
"957","Sister Act 2 Back in the Habit",57319029,3.8e+07,"en",10605,6.3,997,"1993-12-09",35,"PG","Comedy",1993,"90-94","90-99",7.57978359661681,7.75829882472053,"6279"
"958","Beethovens 2nd",118243066,1.5e+07,"en",9,5.2,510,"1993-12-14",35,"G","Comedy",1993,"90-94","90-99",7.17609125905568,8.07277568229583,"10438"
"959","Whats Eating Gilbert Grape",10032765,1.1e+07,"en",15531,7.6,2178,"1993-12-17",18,"PG-13","Drama",1993,"90-94","90-99",7.04139268515823,7.0014206397757,"1587"
"960","The Voyeur",0,0,"it",9941,4.4,82,"1994-01-27",18,"R","Drama",1994,"90-94","90-99",1,1,"27066"
"961","The Legend of Drunken Master",11555430,1e+07,"cn",9973,7.3,439,"1994-02-03",28,"R","Action",1994,"90-94","90-99",7,7.06278611105724,"12207"
"962","Ace Ventura Pet Detective",107217396,1.5e+07,"en",16617,6.5,3522,"1994-02-04",35,"PG-13","Comedy",1994,"90-94","90-99",7.17609125905568,8.03026525526232,"3049"
"963","Four Weddings and a Funeral",254700832,6e+06,"en",12323,6.7,1493,"1994-03-09",35,"R","Comedy",1994,"90-94","90-99",6.77815125038364,8.4060303636225,"712"
"964","Dragon Ball Z Broly Ã¢ÂÂ Second Coming",0,0,"ja",11036,6.5,318,"1994-03-12",28,NA,"Action",1994,"90-94","90-99",1,1,"44251"
"965","Naked Gun 33Ã¢ÂÂ The Final Insult",51132598,3e+07,"en",13062,6.5,1104,"1994-03-18",35,"PG-13","Comedy",1994,"90-94","90-99",7.47712125471966,7.70869785938798,"36593"
"966","D2 The Mighty Ducks",45610410,0,"en",8328,5.9,289,"1994-03-25",28,"PG","Action",1994,"90-94","90-99",1,7.65906397620799,"11164"
"967","The Lion King",987483777,4.5e+07,"en",24596,8.3,11732,"1994-05-07",16,"G","Animation",1994,"90-94","90-99",7.65321251377534,8.99452996949621,"8587"
"968","Beverly Hills Cop III",119208989,5e+07,"en",9.52,5.8,930,"1994-05-24",28,"R","Action",1994,"90-94","90-99",7.69897000433602,8.07630900478264,"306"
"969","The Flintstones",341631208,4.6e+07,"en",10195,5.2,1440,"1994-05-26",35,"PG","Comedy",1994,"90-94","90-99",7.66275783168157,8.53355753661626,"888"
"970","Three Colors Red",0,0,"fr",9294,8.1,607,"1994-05-27",18,"R","Drama",1994,"90-94","90-99",1,1,"110"
"971","Speed",350448145,3e+07,"en",13309,7,3495,"1994-06-09",28,"R","Action",1994,"90-94","90-99",7.47712125471966,8.54462376550833,"1637"
"972","Wolf",131002597,7e+07,"en",9521,6.1,492,"1994-06-17",18,"R","Drama",1994,"90-94","90-99",7.84509804001426,8.11727990520989,"10395"
"973","Forrest Gump",677387716,5.5e+07,"en",24907,8.4,16998,"1994-07-06",35,"PG-13","Comedy",1994,"90-94","90-99",7.74036268949424,8.83083731672286,"13"
"974","Chungking Express",0,0,"cn",10372,8.1,598,"1994-07-14",18,"PG-13","Drama",1994,"90-94","90-99",1,1,"11104"
"975","True Lies",378882411,1.15e+08,"en",15183,6.9,2250,"1994-07-15",28,"R","Action",1994,"90-94","90-99",8.06069784035361,8.57850444432765,"36955"
"976","The Client",117615211,4.5e+07,"en",7481,6.6,577,"1994-07-20",18,"PG-13","Drama",1994,"90-94","90-99",7.65321251377534,8.07046349203068,"10731"
"977","The Mask",351583407,2.3e+07,"en",27016,6.8,6117,"1994-07-29",10749,"PG-13","Romance",1994,"90-94","90-99",7.36172783601759,8.54602837033124,"854"
"978","Clear and Present Danger",215887717,6.2e+07,"en",9395,6.6,747,"1994-08-03",28,"PG-13","Action",1994,"90-94","90-99",7.79239168949825,8.3342279337151,"9331"
"979","The Little Rascals",67308282,0,"en",7327,6.4,562,"1994-08-05",10749,"PG","Romance",1994,"90-94","90-99",1,7.82806850561481,"10897"
"980","Natural Born Killers",50282766,3.4e+07,"en",13778,7.1,1888,"1994-08-25",80,"R","Crime",1994,"90-94","90-99",7.53147891704226,7.70141915973581,"241"
"981","Quiz Show",0,0,"en",7.23,7.3,483,"1994-08-25",36,"PG-13","History",1994,"90-94","90-99",1,1,"11450"
"982","Pulp Fiction",214179088,8e+06,"en",28266,8.5,17614,"1994-09-10",80,"R","Crime",1994,"90-94","90-99",6.90308998699194,8.33077706495726,"680"
"983","LÃÂ©on The Professional",45284974,1.6e+07,"en",26868,8.3,8832,"1994-09-14",80,"R","Crime",1994,"90-94","90-99",7.20411998265593,7.6559541227322,"101"
"984","The Shawshank Redemption",28341469,2.5e+07,"en",33378,8.7,15112,"1994-09-23",80,"R","Crime",1994,"90-94","90-99",7.39794000867204,7.45242235692272,"278"
"985","The Specialist",170362582,4.5e+07,"en",8965,5.6,636,"1994-10-07",28,"R","Action",1994,"90-94","90-99",7.65321251377534,8.23137421357977,"2636"
"986","Don Juan DeMarco",22200000,2.5e+07,"en",7153,6.4,406,"1994-10-12",35,"PG-13","Comedy",1994,"90-94","90-99",7.39794000867204,7.34635297445064,"1909"
"987","New Nightmare",18090181,1.4e+07,"en",11455,6.5,697,"1994-10-13",14,"R","Fantasy",1994,"90-94","90-99",7.14612803567824,7.25744291218364,"11596"
"988","Stargate",196567262,5.5e+07,"en",15493,6.9,1862,"1994-10-27",28,"PG-13","Action",1994,"90-94","90-99",7.74036268949424,8.29351118838589,"2164"
"989","Frankenstein",112006296,4.5e+07,"en",9.06,6.3,660,"1994-11-04",18,"R","Drama",1994,"90-94","90-99",7.65321251377534,8.0492424355381,"3036"
"990","Interview with the Vampire",223664608,6e+07,"en",16291,7.3,3336,"1994-11-11",27,"R","Horror",1994,"90-94","90-99",7.77815125038364,8.34959726810944,"628"
"991","The Swan Princess",9771658,2e+07,"en",8385,6.6,595,"1994-11-18",12,"G","Adventure",1994,"90-94","90-99",7.30102999566398,6.98996825861741,"22586"
"992","Junior",108431355,6e+07,"en",8321,5,815,"1994-11-22",35,"PG-13","Comedy",1994,"90-94","90-99",7.77815125038364,8.03515488491859,"6280"
"993","The Return of Jafar",0,3500000,"en",10574,5.8,1115,"1994-12-15",12,"G","Adventure",1994,"90-94","90-99",6.54406804435028,1,"15969"
"994","Dumb and Dumber",247275374,1.6e+07,"en",15966,6.5,3802,"1994-12-16",35,"PG-13","Comedy",1994,"90-94","90-99",7.20411998265593,8.39318086739872,"8467"
"995","Legends of the Fall",160638883,3e+07,"en",13958,7.4,1309,"1994-12-16",12,"R","Adventure",1994,"90-94","90-99",7.47712125471966,8.20585067561543,"4476"
"996","RiÃÂ¢hie RiÃÂ¢h",0,4e+07,"en",6815,5.6,1207,"1994-12-19",35,"PG","Comedy",1994,"90-94","90-99",7.60205999132796,1,"11011"
"997","Little Women",0,1.8e+07,"en",9768,7.2,601,"1994-12-21",18,"PG","Drama",1994,"90-94","90-99",7.25527250510331,1,"9587"
"998","Street Fighter",99423521,3.5e+07,"en",10248,4.3,757,"1994-12-23",28,"PG-13","Action",1994,"90-94","90-99",7.54406804435028,7.9974891392475,"11667"
"999","Before Sunrise",5535405,2500000,"en",10.58,7.9,2090,"1995-01-27",18,"R","Drama",1995,"95-99","90-99",6.39794000867204,6.74314940169722,"76"
"1000","Billy Madison",26488734,1e+07,"en",12835,6.1,907,"1995-02-10",35,"PG-13","Comedy",1995,"95-99","90-99",7,7.42306120216462,"11017"
"1001","Dragon Ball Z Fusion Reborn",0,0,"ja",11561,7.3,369,"1995-03-04",28,"PG-13","Action",1995,"95-99","90-99",1,1,"39107"
"1002","All Things Fair",0,0,"sv",14221,6.4,51,"1995-03-08",18,NA,"Drama",1995,"95-99","90-99",1,1,"27098"
"1003","Outbreak",189859560,5e+07,"en",19022,6.4,1052,"1995-03-10",28,"R","Action",1995,"95-99","90-99",7.69897000433602,8.27843247006005,"6950"
"1004","Major Payne",30112050,0,"en",8569,6,361,"1995-03-24",12,"PG-13","Adventure",1995,"95-99","90-99",1,7.47874032287848,"11008"
"1005","Bad Boys",141407024,1.9e+07,"en",18777,6.6,3527,"1995-04-07",28,"R","Action",1995,"95-99","90-99",7.27875360095283,8.15047098236525,"9737"
"1006","A Goofy Movie",35348597,0,"en",11783,6.9,958,"1995-04-07",10749,"G","Romance",1995,"95-99","90-99",1,7.54837218115272,"15789"
"1007","Friday",28215918,3500000,"en",9275,7.1,929,"1995-04-26",35,"R","Comedy",1995,"95-99","90-99",6.54406804435028,7.45049418453159,"10634"
"1008","French Kiss",0,0,"en",8723,6.4,411,"1995-05-05",35,"PG-13","Comedy",1995,"95-99","90-99",1,1,"397"
"1009","Die Hard With a Vengeance",366101666,9e+07,"en",17539,7.1,3667,"1995-05-19",28,"R","Action",1995,"95-99","90-99",7.95424250943933,8.56360170520756,"1572"
"1010","Braveheart",2.1e+08,7.2e+07,"en",14364,7.9,6171,"1995-05-24",28,"R","Action",1995,"95-99","90-99",7.85733249643127,8.32221929473392,"197"
"1011","Casper",287928194,5e+07,"en",12852,6.2,2875,"1995-05-26",14,"PG","Fantasy",1995,"95-99","90-99",7.69897000433602,8.45928419318343,"8839"
"1012","The Bridges of Madison County",182016617,2.4e+07,"en",12329,7.6,956,"1995-05-28",18,"PG-13","Drama",1995,"95-99","90-99",7.38021124171161,8.26011103821572,"688"
"1013","Pocahontas",346079773,5.5e+07,"en",18312,6.9,3676,"1995-06-14",12,"G","Adventure",1995,"95-99","90-99",7.74036268949424,8.53917621723348,"10530"
"1014","Batman Forever",336529144,1e+08,"en",14445,5.3,3158,"1995-06-16",28,"PG-13","Action",1995,"95-99","90-99",8,8.5270226808343,"414"
"1015","Apollo 13",355237933,5.2e+07,"en",21202,7.4,3264,"1995-06-30",18,"PG","Drama",1995,"95-99","90-99",7.7160033436348,8.55051933439537,"568"
"1016","Judge Dredd",113493481,9e+07,"en",10306,5.6,1346,"1995-06-30",878,"R","Science Fiction",1995,"95-99","90-99",7.95424250943933,8.05497091662133,"9482"
"1017","Species",113374103,3.5e+07,"en",9987,5.7,817,"1995-07-07",28,"R","Action",1995,"95-99","90-99",7.54406804435028,8.05451386400472,"9348"
"1018","Under Siege 2 Dark Territory",104324083,6e+07,"en",9926,5.6,431,"1995-07-13",28,"R","Action",1995,"95-99","90-99",7.77815125038364,8.0183845759882,"3512"
"1019","Whisper of the Heart",0,0,"ja",9947,7.9,767,"1995-07-15",16,"G","Animation",1995,"95-99","90-99",1,1,"37797"
"1020","The Usual Suspects",23341568,6e+06,"en",16922,8.2,6342,"1995-07-19",18,"R","Drama",1995,"95-99","90-99",6.77815125038364,7.36813002698246,"629"
"1021","Clueless",56631572,1.2e+07,"en",15723,7.2,2225,"1995-07-19",35,"PG-13","Comedy",1995,"95-99","90-99",7.07918124604763,7.75305861709978,"9603"
"1022","A Walk in the Clouds",50012507,2e+07,"en",9283,6.7,366,"1995-08-11",18,"PG-13","Drama",1995,"95-99","90-99",7.30102999566398,7.69907862517308,"9560"
"1023","Mortal Kombat",122195920,1.8e+07,"en",13884,5.6,1073,"1995-08-18",28,"PG-13","Action",1995,"95-99","90-99",7.25527250510331,8.08705670548864,"9312"
"1024","Desperado",25405445,7e+06,"en",13016,6.8,1624,"1995-08-25",28,"R","Action",1995,"95-99","90-99",6.84509804001426,7.40492680638475,"8068"
"1025","Hackers",7563728,2e+07,"en",8819,6.3,701,"1995-09-14",28,"PG-13","Action",1995,"95-99","90-99",7.30102999566398,6.87873590274531,"10428"
"1026","Showgirls",20350754,4.5e+07,"en",8164,5.2,549,"1995-09-22",18,"NC-17","Drama",1995,"95-99","90-99",7.65321251377534,7.30858050456729,"10802"
"1027","Se7en",327311859,3.3e+07,"en",21.9,8.3,12202,"1995-09-22",80,"R","Crime",1995,"95-99","90-99",7.51851393987789,8.51496174073409,"807"
"1028","Assassins",30303072,5e+07,"en",10.7,6.2,776,"1995-10-06",28,"R","Action",1995,"95-99","90-99",7.69897000433602,7.48148665771091,"9691"
"1029","Dilwale Dulhania Le Jayenge",1e+08,13200000,"hi",13443,8.8,2216,"1995-10-20",35,"R","Comedy",1995,"95-99","90-99",7.12057393120585,8,"19404"
"1030","Powder",0,0,"en",8308,6.4,262,"1995-10-27",18,"PG-13","Drama",1995,"95-99","90-99",1,1,"12665"
"1031","Toy Story",373554033,3e+07,"en",17966,7.9,11754,"1995-10-30",16,"G","Animation",1995,"95-99","90-99",7.47712125471966,8.57235342954235,"862"
"1032","Ace Ventura When Nature Calls",212385533,3e+07,"en",16219,6.3,2453,"1995-11-10",12,"PG-13","Adventure",1995,"95-99","90-99",7.47712125471966,8.32712493071333,"9273"
"1033","GoldenEye",352194034,5.8e+07,"en",21335,6.8,2226,"1995-11-16",12,"PG-13","Adventure",1995,"95-99","90-99",7.76342799356294,8.54678199495089,"710"
"1034","Ghost in the Shell",2287714,0,"ja",15527,7.9,1670,"1995-11-18",28,"NR","Action",1995,"95-99","90-99",1,6.35940172991754,"9323"
"1035","Casino",116112375,5.2e+07,"en",13581,8,2949,"1995-11-22",80,"R","Crime",1995,"95-99","90-99",7.7160033436348,8.06487850835018,"524"
"1036","Heat",187436818,6e+07,"en",15853,7.8,3713,"1995-12-15",28,"R","Action",1995,"95-99","90-99",7.77815125038364,8.2728549029002,"949"
"1037","Dracula Dead and Loving It",0,0,"en",7895,5.9,490,"1995-12-22",35,"PG-13","Comedy",1995,"95-99","90-99",1,1,"12110"
"1038","Twelve Monkeys",168840000,29500000,"en",21917,7.6,4880,"1995-12-29",9648,"R","Mystery",1995,"95-99","90-99",7.46982201597816,8.22747534348237,"63"
"1039","Dont Be a Menace to South Central While Drinking Your Juice in the Hood",0,0,"en",10874,6.2,425,"1996-01-12",35,"R","Comedy",1996,"95-99","90-99",1,1,"10607"
"1040","From Dusk Till Dawn",25836616,1.9e+07,"en",15.04,7,3494,"1996-01-19",28,"R","Action",1996,"95-99","90-99",7.27875360095283,7.41223563050076,"755"
"1041","Broken Arrow",150270147,5e+07,"en",7449,6,812,"1996-02-09",28,"R","Action",1996,"95-99","90-99",7.69897000433602,8.17687271125284,"9208"
"1042","Trainspotting",16491080,4e+06,"en",29646,8,6135,"1996-02-23",80,"R","Crime",1996,"95-99","90-99",6.60205999132796,7.21724909849967,"627"
"1043","Primal Fear",102616183,3e+07,"en",13.63,7.7,1506,"1996-03-06",80,"R","Crime",1996,"95-99","90-99",7.47712125471966,8.01121585622789,"1592"
"1044","A Close Shave",0,0,"en",8386,7.5,421,"1996-03-07",16,"NR","Animation",1996,"95-99","90-99",1,1,"532"
"1045","Fargo",60611975,7e+06,"en",14749,7.9,4427,"1996-03-08",80,"R","Crime",1996,"95-99","90-99",6.84509804001426,7.78255843543102,"275"
"1046","Executive Decision",121969216,5.5e+07,"en",7592,6.2,466,"1996-03-15",28,"R","Action",1996,"95-99","90-99",7.74036268949424,8.08625023224572,"2320"
"1047","Tremors 2 Aftershocks",0,4e+06,"en",10.57,5.9,447,"1996-04-09",28,"PG-13","Action",1996,"95-99","90-99",6.60205999132796,1,"11069"
"1048","James and the Giant Peach",28921264,3.8e+07,"en",8287,6.4,764,"1996-04-12",12,"PG","Adventure",1996,"95-99","90-99",7.57978359661681,7.4612172698199,"10539"
"1049","Barb Wire",3793614,0,"en",7305,4.1,213,"1996-05-02",878,"R","Science Fiction",1996,"95-99","90-99",1,6.5790531393628,"11867"
"1050","Twister",494471524,9.2e+07,"en",13925,6.3,1800,"1996-05-10",28,"PG-13","Action",1996,"95-99","90-99",7.96378782734556,8.69414128617433,"664"
"1051","Breaking the Waves",3803298,0,"da",8964,7.4,514,"1996-05-13",18,"R","Drama",1996,"95-99","90-99",1,6.58016035504221,"145"
"1052","Aladdin and the King of Thieves",0,0,"en",11.05,6.2,1195,"1996-05-20",12,"G","Adventure",1996,"95-99","90-99",1,1,"11238"
"1053","Mission Impossible",457696359,8e+07,"en",21956,6.9,5305,"1996-05-22",12,"PG-13","Adventure",1996,"95-99","90-99",7.90308998699194,8.66057745760428,"954"
"1054","DragonHeart",115267375,5.7e+07,"en",17479,6.5,1204,"1996-05-31",14,"PG-13","Fantasy",1996,"95-99","90-99",7.75587485567249,8.06170640302373,"8840"
"1055","The Hunchback of Notre Dame",100138851,1e+08,"en",13893,7,3104,"1996-06-21",18,"G","Drama",1996,"95-99","90-99",8,8.000602603967,"10545"
"1056","Eraser",242295562,1e+08,"en",11871,5.9,1008,"1996-06-21",28,"R","Action",1996,"95-99","90-99",8,8.38434545946742,"9268"
"1057","Independence Day",817400891,7.5e+07,"en",15136,6.8,6104,"1996-06-25",28,"PG-13","Action",1996,"95-99","90-99",7.8750612633917,8.91243510677437,"602"
"1058","Striptease",113309743,5e+07,"en",8427,4.8,429,"1996-06-28",80,"R","Crime",1996,"95-99","90-99",7.69897000433602,8.05426725451666,"9879"
"1059","Crash",0,1e+07,"en",8218,6.5,452,"1996-07-17",18,"NC-17","Drama",1996,"95-99","90-99",7,1,"884"
"1060","The Apartment",0,0,"fr",12375,6.9,92,"1996-07-27",18,"R","Drama",1996,"95-99","90-99",1,1,"12531"
"1061","Chain Reaction",60209334,5e+07,"en",10938,5.6,538,"1996-08-02",28,"PG-13","Action",1996,"95-99","90-99",7.69897000433602,7.77966382332532,"12123"
"1062","Matilda",33459416,3.6e+07,"en",10649,7.1,2446,"1996-08-02",35,"PG","Comedy",1996,"95-99","90-99",7.55630250076729,7.52451835652504,"10830"
"1063","Escape from LA",42277365,5e+07,"en",9685,5.9,763,"1996-08-09",28,"R","Action",1996,"95-99","90-99",7.69897000433602,7.6261079114258,"10061"
"1064","Shine",35892330,5500000,"en",7003,7.4,336,"1996-08-15",18,"PG-13","Drama",1996,"95-99","90-99",6.74036268949424,7.55500165207237,"7863"
"1065","Bulletproof",22611954,2.5e+07,"en",7864,5.5,283,"1996-09-06",35,"R","Comedy",1996,"95-99","90-99",7.39794000867204,7.35433809329407,"10723"
"1066","The First Wives Club",116400000,2.6e+07,"en",7715,6.6,402,"1996-09-20",35,"PG","Comedy",1996,"95-99","90-99",7.41497334797082,8.06595298031387,"2925"
"1067","Looking for Richard",0,0,"en",16292,6.9,76,"1996-10-11",99,NA,"Documentary",1996,"95-99","90-99",1,1,"42314"
"1068","The Long Kiss Goodnight",89456761,6.5e+07,"en",8766,6.6,612,"1996-10-11",28,"R","Action",1996,"95-99","90-99",7.81291335664286,7.9516131694314,"11412"
"1069","Swingers",4505922,2e+05,"en",8151,6.9,410,"1996-10-18",35,"R","Comedy",1996,"95-99","90-99",5.30102999566398,6.65378366957539,"10218"
"1070","Sleepers",165615285,4.4e+07,"en",12.01,7.5,1624,"1996-10-18",80,"R","Crime",1996,"95-99","90-99",7.64345267648619,8.21910041629439,"819"
"1071","The English Patient",231976425,2.7e+07,"en",11673,7.1,1141,"1996-11-05",18,"R","Drama",1996,"95-99","90-99",7.43136376415899,8.3654438512157,"409"
"1072","Space Jam",250200000,8e+07,"en",13733,6.7,3269,"1996-11-15",16,"PG","Animation",1996,"95-99","90-99",7.90308998699194,8.3982873053574,"2300"
"1073","Jingle All the Way",129832389,6e+07,"en",11105,5.7,1388,"1996-11-15",10751,"PG","Family",1996,"95-99","90-99",7.77815125038364,8.11338304846802,"9279"
"1074","101 Dalmatians",320689294,5.4e+07,"en",16.38,5.8,1985,"1996-11-17",35,"G","Comedy",1996,"95-99","90-99",7.73239375982297,8.50608446153638,"11674"
"1075","Star Trek First Contact",1.5e+08,4.6e+07,"en",11205,7.2,1030,"1996-11-22",28,"PG-13","Action",1996,"95-99","90-99",7.66275783168157,8.17609125905568,"199"
"1076","Daylight",159212469,8e+07,"en",10253,6,824,"1996-12-06",28,"PG-13","Action",1996,"95-99","90-99",7.90308998699194,8.20197707725742,"11228"
"1077","Jerry Maguire",273552592,5e+07,"en",12.79,6.9,1831,"1996-12-13",35,"R","Comedy",1996,"95-99","90-99",7.69897000433602,8.4370408342148,"9390"
"1078","Scream",173046663,1.4e+07,"en",13966,7.2,3373,"1996-12-20",80,"R","Crime",1996,"95-99","90-99",7.14612803567824,8.23816322885604,"4232"
"1079","Lost Highway",3675201,1.5e+07,"en",11715,7.6,1316,"1997-01-15",18,"R","Drama",1997,"95-99","90-99",7.17609125905568,6.56528109601987,"638"
"1080","Dantes Peak",178127760,1.16e+08,"en",10044,5.9,930,"1997-02-07",28,"PG-13","Action",1997,"95-99","90-99",8.06445798922692,8.25073160657916,"9619"
"1081","Donnie Brasco",41954997,3.5e+07,"en",13821,7.5,2456,"1997-02-27",80,"R","Crime",1997,"95-99","90-99",7.54406804435028,7.6227836943729,"9366"
"1082","The Saint",118063304,6.8e+07,"en",8903,6,607,"1997-04-03",28,"PG-13","Action",1997,"95-99","90-99",7.83250891270624,8.07211493278057,"10003"
"1083","Anaconda",136,45,"en",8973,4.9,1365,"1997-04-11",12,"PG-13","Adventure",1997,"95-99","90-99",1.65321251377534,2.13353890837022,"9360"
"1084","Grosse Pointe Blank",28084357,0,"en",8264,7,475,"1997-04-11",28,"R","Action",1997,"95-99","90-99",1,7.44846448502012,"9434"
"1085","Sanam",0,0,"hi",13607,0,0,"1997-04-19",10749,"R","Romance",1997,"95-99","90-99",1,1,"455432"
"1086","Volcano",122823468,9e+07,"en",7834,5.6,760,"1997-04-25",28,"PG-13","Action",1997,"95-99","90-99",7.95424250943933,8.08928135580465,"10357"
"1087","The Fifth Element",263920180,9e+07,"en",30124,7.5,6955,"1997-05-02",28,"PG-13","Action",1997,"95-99","90-99",7.95424250943933,8.42147259873682,"18"
"1088","Austin Powers International Man of Mystery",67683989,16500000,"en",15857,6.5,1969,"1997-05-02",35,"PG-13","Comedy",1997,"95-99","90-99",7.21748394421391,7.83048594621355,"816"
"1089","Speed 2 Cruise Control",164508066,1.6e+08,"en",9241,4.3,903,"1997-06-13",28,"PG-13","Action",1997,"95-99","90-99",8.20411998265593,8.21618719671403,"1639"
"1090","Hercules",252712101,8.5e+07,"en",18479,7.5,4420,"1997-06-20",12,"G","Adventure",1997,"95-99","90-99",7.92941892571429,8.40262603840467,"11970"
"1091","Batman  Robin",238207122,1.25e+08,"en",17211,4.2,3054,"1997-06-20",28,"PG-13","Action",1997,"95-99","90-99",8.09691001300806,8.37695474202947,"415"
"1092","FaceOff",245676146,8e+07,"en",14449,6.9,3013,"1997-06-27",28,"R","Action",1997,"95-99","90-99",7.90308998699194,8.3903629905725,"754"
"1093","Men in Black",589390539,9e+07,"en",28627,7.1,9025,"1997-07-02",28,"PG-13","Action",1997,"95-99","90-99",7.95424250943933,8.77040316019889,"607"
"1094","Contact",171120329,9e+07,"en",17318,7.3,2475,"1997-07-11",18,"PG","Drama",1997,"95-99","90-99",7.95424250943933,8.23330160654914,"686"
"1095","Princess Mononoke",159375308,26500000,"ja",22.34,8.4,4325,"1997-07-12",12,"PG-13","Adventure",1997,"95-99","90-99",7.42324587393681,8.20242103707259,"128"
