"n","film","revenue","budget","language","popularity","vote.average","vote.count","release.date","genre","certification","genre_txt","year","lustrum","decade","log_budget","log_rev","id"
"1706","Pitch Perfect",115350426,1.7e+07,"en",14998,7.3,4687,"2012-09-28",35,"PG-13","Comedy",2012,"10-14","10-19",7.23044892137827,8.06201920275055,"114150"
"1707","Argo",232324128,44500000,"en",12319,7.2,5632,"2012-10-11",18,"R","Drama",2012,"10-14","10-19",7.64836001098093,8.36609431575422,"68734"
"1708","The First Time",22836,0,"en",9042,7,1559,"2012-10-19",18,"PG-13","Drama",2012,"10-14","10-19",1,4.35862003433465,"84199"
"1709","Skyfall",1108561013,2e+08,"en",23674,7.1,11273,"2012-10-25",28,"PG-13","Action",2012,"10-14","10-19",8.30102999566398,9.04475960081544,"37724"
"1710","Cloud Atlas",130482868,1.02e+08,"en",16694,6.8,4931,"2012-10-26",18,"R","Drama",2012,"10-14","10-19",8.00860017176192,8.11555349388511,"83542"
"1711","WreckIt Ralph",471222889,1.65e+08,"en",20304,7.3,8620,"2012-11-01",12,"PG","Adventure",2012,"10-14","10-19",8.21748394421391,8.67322637754511,"82690"
"1712","The Twilight Saga Breaking Dawn  Part 2",8.29e+08,1.2e+08,"en",17381,6.3,5740,"2012-11-13",12,"PG-13","Adventure",2012,"10-14","10-19",8.07918124604763,8.91855453055027,"50620"
"1713","The Hobbit An Unexpected Journey",1021103568,2.5e+08,"en",25693,7.2,13069,"2012-11-26",28,"PG-13","Action",2012,"10-14","10-19",8.39794000867204,9.00906979373213,"49051"
"1714","Les MisÃÂ©rables",441809770,6.1e+07,"en",15598,7.4,3663,"2012-12-18",18,"PG-13","Drama",2012,"10-14","10-19",7.78532983501077,8.64523531545161,"82695"
"1715","Zero Dark Thirty",132820716,4e+07,"en",12149,6.9,2839,"2012-12-19",18,"R","Drama",2012,"10-14","10-19",7.60205999132796,8.12326581707141,"97630"
"1716","Jack Reacher",218340595,6e+07,"en",16197,6.5,4516,"2012-12-20",80,"PG-13","Crime",2012,"10-14","10-19",7.77815125038364,8.33913448946747,"75780"
"1717","Django Unchained",425368238,1e+08,"en",33118,8.1,17583,"2012-12-25",18,"R","Drama",2012,"10-14","10-19",8,8.6287650582599,"68718"
"1718","Texas Chainsaw 3D",0,1e+07,"en",11681,5.3,903,"2013-01-03",27,"R","Horror",2013,"10-14","10-19",7,1,"76617"
"1719","Hansel  Gretel Witch Hunters",224803475,5e+07,"en",14057,5.9,4881,"2013-01-17",28,"R","Action",2013,"10-14","10-19",7.69897000433602,8.3518030202496,"60304"
"1720","Batman The Dark Knight Returns Part 2",0,3500000,"en",11424,7.9,796,"2013-01-18",28,"PG-13","Action",2013,"10-14","10-19",6.54406804435028,1,"142061"
"1721","Welcome to the Punch",9747,8500000,"en",14907,5.8,402,"2013-03-15",28,"R","Action",2013,"10-14","10-19",6.92941892571429,3.98887096606465,"93828"
"1722","The Croods",587204668,1.35e+08,"en",15238,6.8,4315,"2013-03-20",28,"PG","Action",2013,"10-14","10-19",8.13033376849501,8.76878949935792,"49519"
"1723","The Conjuring",319494638,1.3e+07,"en",14554,7.5,6735,"2013-03-20",27,"R","Horror",2013,"10-14","10-19",7.11394335230684,8.50446357389801,"138843"
"1724","Oblivion",286168572,1.2e+08,"en",20578,6.5,7499,"2013-04-10",28,"PG-13","Action",2013,"10-14","10-19",8.07918124604763,8.45662193635444,"75612"
"1725","Iron Man 3",1215439994,2e+08,"en",21434,6.9,15586,"2013-04-18",28,"PG-13","Action",2013,"10-14","10-19",8.30102999566398,9.0847335226874,"68721"
"1726","Star Trek Into Darkness",467365246,1.9e+08,"en",14602,7.3,6677,"2013-05-05",28,"PG-13","Action",2013,"10-14","10-19",8.27875360095283,8.66965641444988,"54138"
"1727","The Great Gatsby",351040419,1.05e+08,"en",17096,7.4,8050,"2013-05-10",18,"PG-13","Drama",2013,"10-14","10-19",8.02118929906994,8.54535712426654,"64682"
"1728","Now You See Me",117698894,7.5e+07,"en",16888,7.4,10943,"2013-05-29",53,"PG-13","Thriller",2013,"10-14","10-19",7.8750612633917,8.07077238185827,"75656"
"1729","Man of Steel",668045518,2.25e+08,"en",26031,6.5,10611,"2013-06-12",28,"PG-13","Action",2013,"10-14","10-19",8.35218251811136,8.82480605460541,"49521"
"1730","Monsters University",743559607,2e+08,"en",17347,7,7061,"2013-06-20",16,"G","Animation",2013,"10-14","10-19",8.30102999566398,8.87131578920437,"62211"
"1731","World War Z",531865000,2e+08,"en",21.02,6.7,10113,"2013-06-20",28,"PG-13","Action",2013,"10-14","10-19",8.30102999566398,8.72580141200324,"72190"
"1732","Despicable Me 2",970761885,7.6e+07,"en",27.66,6.9,8005,"2013-06-25",16,"PG","Animation",2013,"10-14","10-19",7.88081359228079,8.98711271630108,"93456"
"1733","Pacific Rim",407602906,1.8e+08,"en",18923,6.8,8318,"2013-07-11",28,"PG-13","Action",2013,"10-14","10-19",8.25527250510331,8.61023727164269,"68726"
"1734","Turbo",282570682,1.35e+08,"en",13262,6.1,1983,"2013-07-11",16,"PG","Animation",2013,"10-14","10-19",8.13033376849501,8.45112709981214,"77950"
"1735","KickAss 2",60700000,2.8e+07,"en",15766,6.4,4180,"2013-07-17",28,"R","Action",2013,"10-14","10-19",7.44715803134222,7.78318869107526,"59859"
"1736","Snowpiercer",86758912,39200000,"ko",22155,6.8,5546,"2013-08-01",28,"R","Action",2013,"10-14","10-19",7.59328606702046,7.93831409710704,"110415"
"1737","Elysium",286140700,1.15e+08,"en",17169,6.4,5932,"2013-08-07",28,"R","Action",2013,"10-14","10-19",8.06069784035361,8.45657963525466,"68724"
"1738","Riddick",98337295,3.8e+07,"en",13741,6.2,2714,"2013-09-02",28,"R","Action",2013,"10-14","10-19",7.57978359661681,7.99271825782102,"87421"
"1739","Begin Again",63464861,8e+06,"en",20348,7.2,2316,"2013-09-07",35,"R","Comedy",2013,"10-14","10-19",6.90308998699194,7.8025333332013,"198277"
"1740","Prisoners",122126687,4.6e+07,"en",13889,8,6573,"2013-09-18",80,"R","Crime",2013,"10-14","10-19",7.66275783168157,8.08681057590579,"146233"
"1741","Cloudy with a Chance of Meatballs 2",248384621,7.8e+07,"en",11508,6.4,1919,"2013-09-26",16,"PG","Animation",2013,"10-14","10-19",7.89209460269048,8.39512470252869,"109451"
"1742","Gravity",716392705,1.05e+08,"en",21149,7.2,10705,"2013-10-03",18,"PG-13","Drama",2013,"10-14","10-19",8.02118929906994,8.85515115479512,"49047"
"1743","Escape Plan",122915111,5e+07,"en",16288,6.7,3204,"2013-10-09",28,"R","Action",2013,"10-14","10-19",7.69897000433602,8.08960527768304,"107846"
"1744","The Young and Prodigious TS Spivet",9494789,3.3e+07,"en",8674,6.8,443,"2013-10-16",12,"G","Adventure",2013,"10-14","10-19",7.51851393987789,6.97748531797731,"157841"
"1745","12 Years a Slave",1.87e+08,2e+07,"en",17143,7.9,7485,"2013-10-18",18,"R","Drama",2013,"10-14","10-19",7.30102999566398,8.2718416065365,"76203"
"1746","Thor The Dark World",644571402,1.7e+08,"en",23975,6.6,11377,"2013-10-29",28,"PG-13","Action",2013,"10-14","10-19",8.23044892137827,8.80927103305793,"76338"
"1747","Suck Me Shakespeer",0,5e+06,"de",9572,7.1,1184,"2013-11-07",35,"R","Comedy",2013,"10-14","10-19",6.69897000433602,1,"233063"
"1748","The Hunger Games Catching Fire",847423452,1.3e+08,"en",18844,7.4,12195,"2013-11-15",28,"PG-13","Action",2013,"10-14","10-19",8.11394335230684,8.92810047870351,"101299"
"1749","Dallas Buyers Club",55198285,5e+06,"en",10706,7.9,5475,"2013-11-17",18,"R","Drama",2013,"10-14","10-19",6.69897000433602,7.74192558449357,"152532"
"1750","The Tale of the Princess Kaguya",24186232,49300000,"ja",10384,8.1,768,"2013-11-23",16,"PG","Animation",2013,"10-14","10-19",7.69284691927723,7.38356821441103,"149871"
"1751","Frozen",1274219009,1.5e+08,"en",36991,7.3,11241,"2013-11-27",12,"PG","Adventure",2013,"10-14","10-19",8.17609125905568,9.10524407966788,"109445"
"1752","The Hobbit The Desolation of Smaug",958400000,2.5e+08,"en",20593,7.6,8527,"2013-12-11",28,"PG-13","Action",2013,"10-14","10-19",8.39794000867204,8.98154680504524,"57158"
"1753","Her",47351251,2.3e+07,"en",17195,7.9,9101,"2013-12-18",18,"R","Drama",2013,"10-14","10-19",7.36172783601759,7.67533145736717,"152601"
"1754","Lone Survivor",149295601,4e+07,"en",14179,7.4,2559,"2013-12-24",28,"R","Action",2013,"10-14","10-19",7.60205999132796,8.17404701141175,"193756"
"1755","The Wolf of Wall Street",392000694,1e+08,"en",31267,8,14264,"2013-12-25",80,"R","Crime",2013,"10-14","10-19",8,8.59328683589827,"106646"
"1756","Nymphomaniac Vol II",2227167,0,"en",16745,6.7,1723,"2013-12-25",18,"NR","Drama",2013,"10-14","10-19",1,6.34775278302382,"249397"
"1757","Labor Day",20275812,1.8e+07,"en",12286,6.9,617,"2013-12-27",18,"PG-13","Drama",2013,"10-14","10-19",7.25527250510331,7.30697825573438,"130150"
"1758","The Grand Budapest Hotel",174600318,3e+07,"en",19907,8,9138,"2014-02-26",35,"R","Comedy",2014,"10-14","10-19",7.47712125471966,8.24204503035191,"120467"
"1759","Divergent",288747895,0,"en",16867,6.9,9131,"2014-03-14",28,"PG-13","Action",2014,"10-14","10-19",1,8.46051882686309,"157350"
"1760","XMen Days of Future Past",747862775,2.5e+08,"en",21.09,7.5,10994,"2014-05-15",28,"PG-13","Action",2014,"10-14","10-19",8.39794000867204,8.87382191667787,"127585"
"1761","Edge of Tomorrow",370541256,1.78e+08,"en",21.49,7.6,9004,"2014-05-27",28,"PG-13","Action",2014,"10-14","10-19",8.25042000230889,8.56883656928068,"137113"
"1762","Maleficent",758539785,1.8e+08,"en",33926,7.1,9394,"2014-05-28",28,"PG","Action",2014,"10-14","10-19",8.25527250510331,8.87997836422998,"102651"
"1763","How to Train Your Dragon 2",609123048,1.45e+08,"en",19533,7.7,6327,"2014-06-09",28,"PG","Action",2014,"10-14","10-19",8.16136800223497,8.78470503264843,"82702"
"1764","Dawn of the Planet of the Apes",710644566,1.7e+08,"en",22.68,7.3,7739,"2014-06-26",28,"PG-13","Action",2014,"10-14","10-19",8.23044892137827,8.85165243951832,"119450"
"1765","The Purge Anarchy",111928365,9e+06,"en",25309,6.6,4220,"2014-07-17",27,"R","Horror",2014,"10-14","10-19",6.95424250943933,8.04894015982532,"238636"
"1766","Sex Tape",126069509,4e+07,"en",22208,5.3,2957,"2014-07-17",35,"R","Comedy",2014,"10-14","10-19",7.60205999132796,8.10061006140041,"225886"
"1767","Guardians of the Galaxy",772776600,1.7e+08,"en",120.19,7.9,19879,"2014-07-30",28,"PG-13","Action",2014,"10-14","10-19",8.23044892137827,8.88805396298723,"118340"
"1768","Teenage Mutant Ninja Turtles",477200000,1.25e+08,"en",25569,5.8,4672,"2014-08-07",28,"PG-13","Action",2014,"10-14","10-19",8.09691001300806,8.67870043499831,"98566"
"1769","Sin City A Dame to Kill For",39407616,6.5e+07,"en",21198,6.3,2480,"2014-08-20",80,"R","Crime",2014,"10-14","10-19",7.81291335664286,7.59558016261588,"189"
"1770","Birdman or The Unexpected Virtue of Ignorance",103215094,1.8e+07,"en",32161,7.5,8841,"2014-08-27",35,"R","Comedy",2014,"10-14","10-19",7.25527250510331,8.01374321242271,"194662"
"1771","Before I Go to Sleep",15447154,2.2e+07,"en",13194,6.5,1238,"2014-09-03",9648,"R","Mystery",2014,"10-14","10-19",7.34242268082221,7.18884847625602,"204922"
"1772","The Maze Runner",348319861,3.4e+07,"en",30873,7.1,11625,"2014-09-10",28,"PG-13","Action",2014,"10-14","10-19",7.53147891704226,8.54197823838815,"198663"
"1773","The Equalizer",192330738,5.5e+07,"en",34045,7.2,5582,"2014-09-24",53,"R","Thriller",2014,"10-14","10-19",7.74036268949424,8.28404869805539,"156022"
"1774","Gone Girl",369330363,6.1e+07,"en",30579,7.9,11881,"2014-10-01",18,"R","Drama",2014,"10-14","10-19",7.78532983501077,8.56741501288061,"210577"
"1775","Dracula Untold",217124280,7e+07,"en",28.1,6.3,4096,"2014-10-01",28,"PG-13","Action",2014,"10-14","10-19",7.84509804001426,8.33670839130526,"49017"
"1776","Automata",0,7e+06,"en",11644,5.7,1042,"2014-10-09",53,"R","Thriller",2014,"10-14","10-19",6.84509804001426,1,"262543"
"1777","Whiplash",13092000,3300000,"en",23788,8.4,9125,"2014-10-10",18,"R","Drama",2014,"10-14","10-19",6.51851393987789,7.11700599663597,"244786"
"1778","The Loft",10076790,1.4e+07,"en",14104,6.4,858,"2014-10-14",53,"R","Thriller",2014,"10-14","10-19",7.14612803567824,7.00332220797172,"72784"
"1779","Fury",211817906,6.8e+07,"en",36485,7.4,7511,"2014-10-15",28,"R","Action",2014,"10-14","10-19",7.83250891270624,8.32596267035264,"228150"
"1780","John Wick",88761661,2e+07,"en",38502,7.2,11812,"2014-10-22",28,"R","Action",2014,"10-14","10-19",7.30102999566398,7.94822542060351,"245891"
"1781","Nightcrawler",50300000,8500000,"en",28.5,7.7,6667,"2014-10-23",80,"R","Crime",2014,"10-14","10-19",6.92941892571429,7.70156798505593,"242582"
"1782","Big Hero 6",657818612,1.65e+08,"en",240904,7.8,11192,"2014-10-24",28,"PG","Action",2014,"10-14","10-19",8.21748394421391,8.8181061570374,"177572"
"1783","Ouija",103590271,5e+06,"en",17911,5.1,1866,"2014-10-24",27,"PG-13","Horror",2014,"10-14","10-19",6.69897000433602,8.01531896921788,"242512"
"1784","Love Affair",0,0,"ko",16662,7.5,5,"2014-10-30",18,"PG-13","Drama",2014,"10-14","10-19",1,1,"302945"
"1785","Interstellar",675120017,1.65e+08,"en",36347,8.3,21073,"2014-11-05",12,"PG-13","Adventure",2014,"10-14","10-19",8.21748394421391,8.82938098481265,"157336"
"1786","The Imitation Game",233555708,1.4e+07,"en",27293,8.1,11543,"2014-11-14",18,"PG-13","Drama",2014,"10-14","10-19",7.14612803567824,8.3683904857219,"205596"
"1787","The Hunger Games Mockingjay  Part 1",752100229,1.25e+08,"en",34265,6.8,11046,"2014-11-18",12,"PG-13","Adventure",2014,"10-14","10-19",8.09691001300806,8.87627572091218,"131631"
"1788","Penguins of Madagascar",373552094,1.32e+08,"en",21732,6.4,2528,"2014-11-22",12,"PG","Adventure",2014,"10-14","10-19",8.12057393120585,8.57235117525218,"270946"
"1789","Exodus Gods and Kings",268031828,1.4e+08,"en",18784,5.8,3172,"2014-12-03",28,"PG-13","Action",2014,"10-14","10-19",8.14612803567824,8.42818636829757,"147441"
"1790","The Hobbit The Battle of the Five Armies",956019788,2.5e+08,"en",39876,7.3,9345,"2014-12-10",28,"PG-13","Action",2014,"10-14","10-19",8.39794000867204,8.9804668815337,"122917"
"1791","Seventh Son",114178613,9.5e+07,"en",23793,5.3,1703,"2014-12-12",12,"PG-13","Adventure",2014,"10-14","10-19",7.97772360528885,8.0575847630523,"68737"
"1792","Kingsman The Secret Service",414351546,8.1e+07,"en",19147,7.6,11323,"2014-12-13",28,"R","Action",2014,"10-14","10-19",7.90848501887865,8.61736896359245,"207703"
"1793","Taken 3",325771424,4.8e+07,"en",22.95,6.1,3774,"2014-12-16",28,"PG-13","Action",2014,"10-14","10-19",7.68124123737559,8.51291298622355,"260346"
"1794","Night at the Museum Secret of the Tomb",349424282,1.27e+08,"en",24755,6.1,3990,"2014-12-17",12,"PG","Adventure",2014,"10-14","10-19",8.10380372095596,8.54335308144883,"181533"
"1795","Into the Woods",212902372,5e+07,"en",22778,5.7,3192,"2014-12-24",35,"PG","Comedy",2014,"10-14","10-19",7.69897000433602,8.32818050005163,"224141"
"1796","Inherent Vice",14710975,2e+07,"en",24604,6.6,1577,"2014-12-25",35,"R","Comedy",2014,"10-14","10-19",7.30102999566398,7.16764145743776,"171274"
"1797","The Interview",12342632,4.4e+07,"en",18564,6.2,3926,"2014-12-25",28,"R","Action",2014,"10-14","10-19",7.64345267648619,7.09140778053934,"228967"
"1798","Blackhat",17752940,7e+07,"en",14782,5.3,1264,"2015-01-13",80,"R","Crime",2015,"14-19","10-19",7.84509804001426,7.24927028528101,"201088"
"1799","Wild Card",0,3e+07,"en",15217,5.5,1060,"2015-01-14",28,"R","Action",2015,"14-19","10-19",7.47712125471966,1,"265208"
"1800","Ex Machina",36869414,1.5e+07,"en",21562,7.6,8859,"2015-01-21",18,"R","Drama",2015,"14-19","10-19",7.17609125905568,7.56666623501352,"264660"
"1801","Jupiter Ascending",183987723,176000003,"en",25258,5.3,4809,"2015-02-04",28,"PG-13","Action",2015,"14-19","10-19",8.2455126752169,8.26478884468758,"76757"
"1802","It Follows",14674076,2e+06,"en",21026,6.5,3954,"2015-02-04",27,"R","Horror",2015,"14-19","10-19",6.30102999566398,7.16655076404332,"270303"
"1803","Fifty Shades of Grey",571006128,4e+07,"en",19.88,5.5,7090,"2015-02-11",18,"R","Drama",2015,"14-19","10-19",7.60205999132796,8.75664076909051,"216015"
"1804","Dragonheart 3 The Sorcerers Curse",0,0,"en",17.39,5.2,142,"2015-02-24",28,"PG-13","Action",2015,"14-19","10-19",1,1,"300803"
"1805","Chappie",104399548,4.9e+07,"en",25393,6.7,5440,"2015-03-04",28,"R","Action",2015,"14-19","10-19",7.69019608002851,8.01869861838338,"198184"
"1806","Run All Night",71561644,5e+07,"en",17789,6.4,1851,"2015-03-11",28,"R","Action",2015,"14-19","10-19",7.69897000433602,7.85468030914418,"241554"
"1807","Cinderella",543514353,9.5e+07,"en",30387,6.7,5056,"2015-03-12",18,"PG","Drama",2015,"14-19","10-19",7.97772360528885,8.73521101732092,"150689"
"1808","Child 44",3324330,5e+07,"en",15114,6.2,1011,"2015-03-15",80,"R","Crime",2015,"14-19","10-19",7.69897000433602,6.52170412885015,"181283"
"1809","Insurgent",295238201,1.1e+08,"en",28.07,6.3,7403,"2015-03-18",28,"PG-13","Action",2015,"14-19","10-19",8.04139268515823,8.4701725503398,"262500"
"1810","Southpaw",91709827,3e+07,"en",21981,7.4,3776,"2015-03-24",28,"R","Action",2015,"14-19","10-19",7.47712125471966,7.96241587420013,"307081"
"1811","Furious 7",1506249360,1.9e+08,"en",26276,7.3,7150,"2015-04-01",28,"PG-13","Action",2015,"14-19","10-19",8.27875360095283,9.1778968753888,"168259"
"1812","Last Knights",3643591,0,"en",12632,6.3,600,"2015-04-03",28,"R","Action",2015,"14-19","10-19",1,6.56152962065766,"308504"
"1813","Avengers Age of Ultron",1405403694,2.8e+08,"en",30218,7.3,15143,"2015-04-22",28,"PG-13","Action",2015,"14-19","10-19",8.44715803134222,9.14780109071373,"99861"
"1814","Pitch Perfect 2",287506194,2.9e+07,"en",27968,6.8,3956,"2015-05-07",35,"PG-13","Comedy",2015,"14-19","10-19",7.46239799789896,8.45864720551624,"254470"
"1815","Maggie",187112,4e+06,"en",18587,5.3,1062,"2015-05-08",18,"PG-13","Drama",2015,"14-19","10-19",6.60205999132796,5.27210164087609,"287424"
"1816","Mad Max Fury Road",378858340,1.5e+08,"en",27833,7.5,15754,"2015-05-13",28,"R","Action",2015,"14-19","10-19",8.17609125905568,8.57847685203447,"76341"
"1817","Tomorrowland",209154322,1.9e+08,"en",26016,6.2,5027,"2015-05-19",12,"PG","Adventure",2015,"14-19","10-19",8.27875360095283,8.32046684334341,"158852"
"1818","Poltergeist",95437994,3.5e+07,"en",18904,5.1,1611,"2015-05-20",27,"PG-13","Horror",2015,"14-19","10-19",7.54406804435028,7.97972130237345,"243688"
"1819","San Andreas",470490832,1.1e+08,"en",26139,6.1,5653,"2015-05-27",28,"PG-13","Action",2015,"14-19","10-19",8.04139268515823,8.67255116516901,"254128"
"1820","Entourage",49263404,3e+07,"en",13922,6.2,681,"2015-06-03",35,"R","Comedy",2015,"14-19","10-19",7.47712125471966,7.69252441739631,"188222"
"1821","Jurassic World",1671713208,1.5e+08,"en",22193,6.6,15114,"2015-06-06",28,"PG-13","Action",2015,"14-19","10-19",8.17609125905568,9.22316177378107,"135397"
"1822","Inside Out",857611174,1.75e+08,"en",35408,7.9,14227,"2015-06-09",16,"PG","Animation",2015,"14-19","10-19",8.24303804868629,8.93329043090155,"150540"
"1823","Terminator Genisys",440603537,1.55e+08,"en",41214,5.9,5866,"2015-06-23",878,"PG-13","Science Fiction",2015,"14-19","10-19",8.19033169817029,8.64404797918201,"87101"
"1824","Ted 2",215863606,6.8e+07,"en",16725,6.1,4619,"2015-06-25",35,"R","Comedy",2015,"14-19","10-19",7.83250891270624,8.33417942767143,"214756"
"1825","Selfless",30523226,2.6e+07,"en",23482,6.3,2025,"2015-07-10",9648,"PG-13","Mystery",2015,"14-19","10-19",7.41497334797082,7.4846304322959,"238615"
"1826","AntMan",519311965,1.3e+08,"en",77908,7.1,13387,"2015-07-14",28,"PG-13","Action",2015,"14-19","10-19",8.11394335230684,8.71542832889895,"102899"
"1827","Pixels",243637091,8.8e+07,"en",23061,5.6,4929,"2015-07-16",28,"PG-13","Action",2015,"14-19","10-19",7.94448267215017,8.38674340543212,"257344"
"1828","Mission Impossible  Rogue Nation",682330139,1.5e+08,"en",20678,7.1,5775,"2015-07-23",28,"PG-13","Action",2015,"14-19","10-19",8.17609125905568,8.83399455479494,"177677"
"1829","Goosebumps",158162788,5.8e+07,"en",21318,6.2,2476,"2015-08-05",12,"PG","Adventure",2015,"14-19","10-19",7.76342799356294,8.19910431185913,"257445"
"1830","Purpose of Reunion",0,0,"ko",15667,5.4,5,"2015-08-06",18,"PG-13","Drama",2015,"14-19","10-19",1,1,"351523"
"1831","Maze Runner The Scorch Trials",312296056,6.1e+07,"en",20419,6.6,6963,"2015-09-09",28,"PG-13","Action",2015,"14-19","10-19",7.78532983501077,8.49456649954159,"294254"
"1832","The Martian",630161890,1.08e+08,"en",30426,7.7,13471,"2015-09-30",12,"PG-13","Adventure",2015,"14-19","10-19",8.03342375548695,8.79945213501195,"286217"
"1833","Spectre",880674609,2.45e+08,"en",29931,6.4,7302,"2015-10-26",28,"PG-13","Action",2015,"14-19","10-19",8.38916608436453,8.94481547524619,"206647"
